"seq","gubun","confCase","confCaseRate","death","deathRate","criticalRate","createDt","updateDt"
6605,"70-79",6047,"7.67",394,"27.46","6.52","2021-02-02 14:17:28.954","null"
6606,"60-69",12373,"15.69",167,"11.64","1.35","2021-02-02 14:17:28.954","null"
6607,"50-59",14799,"18.77",47,"3.28","0.32","2021-02-02 14:17:28.954","null"
6608,"40-49",11304,"14.34",12,"0.84","0.11","2021-02-02 14:17:28.955","null"
6609,"30-39",10055,"12.75",6,"0.42","0.06","2021-02-02 14:17:28.955","null"
6610,"20-29",12031,"15.26",,"0.00",,"2021-02-02 14:17:28.955","null"
6611,"10-19",5263,"6.68",,"0.00",,"2021-02-02 14:17:28.955","null"
6612,"0-9",3013,"3.82",,"0.00",,"2021-02-02 14:17:28.955","null"
6635,"남성",38961,"49.12",713,"49.48","1.83","2021-02-03 14:19:57.48","null"
6636,"여성",40350,"50.88",728,"50.52","1.8","2021-02-03 14:19:57.48","null"
6637,"80 이상",3971,"5.01",812,"56.35","20.45","2021-02-03 14:19:57.48","null"
6638,"70-79",6076,"7.66",397,"27.55","6.53","2021-02-03 14:19:57.48","null"
6639,"60-69",12435,"15.68",167,"11.59","1.34","2021-02-03 14:19:57.48","null"
6640,"50-59",14869,"18.75",47,"3.26","0.32","2021-02-03 14:19:57.481","null"
6641,"40-49",11396,"14.37",12,"0.83","0.11","2021-02-03 14:19:57.481","null"
6642,"30-39",10119,"12.76",6,"0.42","0.06","2021-02-03 14:19:57.481","null"
6643,"20-29",12106,"15.26",,"0.00",,"2021-02-03 14:19:57.481","null"
6644,"10-19",5304,"6.69",,"0.00",,"2021-02-03 14:19:57.481","null"
6645,"0-9",3035,"3.83",,"0.00",,"2021-02-03 14:19:57.481","null"
6657,"남성",39172,"49.11",717,"49.52","1.83","2021-02-04 14:11:09.267","null"
6658,"여성",40590,"50.89",731,"50.48","1.8","2021-02-04 14:11:09.268","null"
6659,"80 이상",3997,"5.01",818,"56.49","20.47","2021-02-04 14:11:09.268","null"
6660,"70-79",6113,"7.66",398,"27.49","6.51","2021-02-04 14:11:09.268","null"
6661,"60-69",12504,"15.68",167,"11.53","1.34","2021-02-04 14:11:09.268","null"
6662,"50-59",14944,"18.74",47,"3.25","0.31","2021-02-04 14:11:09.268","null"
6663,"40-49",11472,"14.38",12,"0.83","0.1","2021-02-04 14:11:09.268","null"
6664,"30-39",10183,"12.77",6,"0.41","0.06","2021-02-04 14:11:09.269","null"
6665,"20-29",12156,"15.24",,"0.00",,"2021-02-04 14:11:09.269","null"
6666,"10-19",5331,"6.68",,"0.00",,"2021-02-04 14:11:09.269","null"
6667,"0-9",3062,"3.84",,"0.00",,"2021-02-04 14:11:09.269","null"
6668,"남성",39357,"49.12",722,"49.49","1.83","2021-02-05 14:16:24.894","null"
6669,"여성",40774,"50.88",737,"50.51","1.81","2021-02-05 14:16:24.894","null"
6670,"80 이상",4011,"5.01",826,"56.61","20.59","2021-02-05 14:16:24.894","null"
6671,"70-79",6138,"7.66",398,"27.28","6.48","2021-02-05 14:16:24.894","null"
6672,"60-69",12579,"15.7",169,"11.58","1.34","2021-02-05 14:16:24.894","null"
6673,"50-59",15009,"18.73",48,"3.29","0.32","2021-02-05 14:16:24.895","null"
6674,"40-49",11514,"14.37",12,"0.82","0.1","2021-02-05 14:16:24.895","null"
6675,"30-39",10243,"12.78",6,"0.41","0.06","2021-02-05 14:16:24.895","null"
6676,"20-29",12186,"15.21",,"0.00",,"2021-02-05 14:16:24.895","null"
6677,"10-19",5359,"6.69",,"0.00",,"2021-02-05 14:16:24.895","null"
6678,"0-9",3092,"3.86",,"0.00",,"2021-02-05 14:16:24.895","null"
6690,"남성",39556,"49.12",724,"49.45","1.83","2021-02-06 14:12:17.416","null"
6691,"여성",40968,"50.88",740,"50.55","1.81","2021-02-06 14:12:17.416","null"
6692,"80 이상",4024,"5",830,"56.69","20.63","2021-02-06 14:12:17.416","null"
6693,"70-79",6168,"7.66",398,"27.19","6.45","2021-02-06 14:12:17.417","null"
6694,"60-69",12642,"15.7",170,"11.61","1.34","2021-02-06 14:12:17.417","null"
6695,"50-59",15086,"18.73",48,"3.28","0.32","2021-02-06 14:12:17.417","null"
6696,"40-49",11574,"14.37",12,"0.82","0.1","2021-02-06 14:12:17.417","null"
6697,"30-39",10284,"12.77",6,"0.41","0.06","2021-02-06 14:12:17.417","null"
6698,"20-29",12239,"15.2",,"0.00",,"2021-02-06 14:12:17.417","null"
6699,"10-19",5390,"6.69",,"0.00",,"2021-02-06 14:12:17.417","null"
6700,"0-9",3117,"3.87",,"0.00",,"2021-02-06 14:12:17.417","null"
6734,"남성",39925,"49.18",732,"49.66","1.83","2021-02-08 14:18:01.889","null"
6735,"여성",41260,"50.82",742,"50.34","1.8","2021-02-08 14:18:01.889","null"
6736,"80 이상",4044,"4.98",837,"56.78","20.7","2021-02-08 14:18:01.889","null"
6737,"70-79",6216,"7.66",401,"27.20","6.45","2021-02-08 14:18:01.889","null"
6738,"60-69",12767,"15.73",170,"11.53","1.33","2021-02-08 14:18:01.889","null"
6739,"50-59",15217,"18.74",48,"3.26","0.32","2021-02-08 14:18:01.89","null"
6740,"40-49",11671,"14.38",12,"0.81","0.1","2021-02-08 14:18:01.89","null"
6741,"30-39",10362,"12.76",6,"0.41","0.06","2021-02-08 14:18:01.89","null"
6742,"20-29",12325,"15.18",,"0.00",,"2021-02-08 14:18:01.89","null"
6743,"10-19",5426,"6.68",,"0.00",,"2021-02-08 14:18:01.89","null"
6744,"0-9",3157,"3.89",,"0.00",,"2021-02-08 14:18:01.89","null"
6767,"남성",40082,"49.19",736,"49.66","1.84","2021-02-09 14:15:33.72","null"
6768,"여성",41405,"50.81",746,"50.34","1.8","2021-02-09 14:15:33.72","null"
6769,"80 이상",4055,"4.98",841,"56.75","20.74","2021-02-09 14:15:33.721","null"
6770,"70-79",6244,"7.66",404,"27.26","6.47","2021-02-09 14:15:33.721","null"
6771,"60-69",12805,"15.71",170,"11.47","1.33","2021-02-09 14:15:33.721","null"
6772,"50-59",15276,"18.75",49,"3.31","0.32","2021-02-09 14:15:33.721","null"
6773,"40-49",11723,"14.39",12,"0.81","0.1","2021-02-09 14:15:33.721","null"
6774,"30-39",10403,"12.77",6,"0.40","0.06","2021-02-09 14:15:33.721","null"
6775,"20-29",12358,"15.17",,"0.00",,"2021-02-09 14:15:33.721","null"
6777,"0-9",3172,"3.89",,"0.00",,"2021-02-09 14:15:33.722","null"
6789,"남성",40330,"49.22",739,"49.73","1.83","2021-02-10 14:15:29.746","null"
6790,"여성",41600,"50.78",747,"50.27","1.8","2021-02-10 14:15:29.746","null"
6791,"80 이상",4065,"4.96",844,"56.80","20.76","2021-02-10 14:15:29.747","null"
6792,"70-79",6274,"7.66",404,"27.19","6.44","2021-02-10 14:15:29.747","null"
6793,"60-69",12859,"15.7",171,"11.51","1.33","2021-02-10 14:15:29.747","null"
6794,"50-59",15360,"18.75",49,"3.30","0.32","2021-02-10 14:15:29.747","null"
6795,"40-49",11793,"14.39",12,"0.81","0.1","2021-02-10 14:15:29.747","null"
6796,"30-39",10471,"12.78",6,"0.40","0.06","2021-02-10 14:15:29.747","null"
6797,"20-29",12411,"15.15",,"0.00",,"2021-02-10 14:15:29.748","null"
6798,"10-19",5503,"6.72",,"0.00",,"2021-02-10 14:15:29.748","null"
6799,"0-9",3194,"3.9",,"0.00",,"2021-02-10 14:15:29.748","null"
6811,"남성",40576,"49.22",745,"49.80","1.84","2021-02-11 14:17:02.073","null"
6812,"여성",41858,"50.78",751,"50.20","1.79","2021-02-11 14:17:02.073","null"
6813,"80 이상",4090,"4.96",850,"56.82","20.78","2021-02-11 14:17:02.074","null"
6814,"70-79",6315,"7.66",407,"27.21","6.44","2021-02-11 14:17:02.074","null"
6815,"60-69",12950,"15.71",172,"11.50","1.33","2021-02-11 14:17:02.074","null"
6816,"50-59",15457,"18.75",49,"3.28","0.32","2021-02-11 14:17:02.074","null"
6817,"40-49",11857,"14.38",12,"0.80","0.1","2021-02-11 14:17:02.074","null"
6818,"30-39",10532,"12.78",6,"0.40","0.06","2021-02-11 14:17:02.074","null"
6819,"20-29",12481,"15.14",,"0.00",,"2021-02-11 14:17:02.074","null"
6820,"10-19",5531,"6.71",,"0.00",,"2021-02-11 14:17:02.075","null"
6821,"0-9",3221,"3.91",,"0.00",,"2021-02-11 14:17:02.075","null"
6833,"남성",40776,"49.22",749,"49.70","1.84","2021-02-12 14:15:05.202","null"
6834,"여성",42061,"50.78",758,"50.30","1.8","2021-02-12 14:15:05.202","null"
6835,"80 이상",4102,"4.95",857,"56.87","20.89","2021-02-12 14:15:05.202","null"
6836,"70-79",6353,"7.67",409,"27.14","6.44","2021-02-12 14:15:05.203","null"
6837,"60-69",13022,"15.72",174,"11.55","1.34","2021-02-12 14:15:05.203","null"
6838,"50-59",15533,"18.75",49,"3.25","0.32","2021-02-12 14:15:05.203","null"
6839,"40-49",11904,"14.37",12,"0.80","0.1","2021-02-12 14:15:05.203","null"
6840,"30-39",10596,"12.79",6,"0.40","0.06","2021-02-12 14:15:05.204","null"
6841,"20-29",12525,"15.12",,"0.00",,"2021-02-12 14:15:05.204","null"
6842,"10-19",5561,"6.71",,"0.00",,"2021-02-12 14:15:05.204","null"
6843,"0-9",3241,"3.91",,"0.00",,"2021-02-12 14:15:05.204","null"
6877,"남성",41290,"49.23",758,"49.64","1.84","2021-02-15 14:20:05.316","null"
6878,"여성",42579,"50.77",769,"50.36","1.81","2021-02-15 14:20:05.317","null"
6879,"80 이상",4155,"4.95",868,"56.84","20.89","2021-02-15 14:20:05.317","null"
6880,"70-79",6458,"7.7",414,"27.11","6.41","2021-02-15 14:20:05.317","null"
6881,"60-69",13181,"15.72",176,"11.53","1.34","2021-02-15 14:20:05.317","null"
6882,"50-59",15692,"18.71",50,"3.27","0.32","2021-02-15 14:20:05.317","null"
6883,"40-49",12040,"14.36",12,"0.79","0.1","2021-02-15 14:20:05.317","null"
6884,"30-39",10734,"12.8",6,"0.39","0.06","2021-02-15 14:20:05.318","null"
6885,"20-29",12673,"15.11",1,"0.07","0.01","2021-02-15 14:20:05.318","null"
6886,"10-19",5635,"6.72",,"0.00",,"2021-02-15 14:20:05.318","null"
6887,"0-9",3301,"3.94",,"0.00",,"2021-02-15 14:20:05.318","null"
6888,"남성",41537,"49.26",762,"49.67","1.83","2021-02-16 14:18:34.604","null"
6889,"여성",42788,"50.74",772,"50.33","1.8","2021-02-16 14:18:34.604","null"
6890,"80 이상",4170,"4.95",872,"56.84","20.91","2021-02-16 14:18:34.604","null"
6891,"70-79",6485,"7.69",417,"27.18","6.43","2021-02-16 14:18:34.604","null"
6892,"60-69",13248,"15.71",176,"11.47","1.33","2021-02-16 14:18:34.605","null"
6893,"50-59",15765,"18.7",50,"3.26","0.32","2021-02-16 14:18:34.605","null"
6894,"40-49",12118,"14.37",12,"0.78","0.1","2021-02-16 14:18:34.605","null"
6895,"30-39",10810,"12.82",6,"0.39","0.06","2021-02-16 14:18:34.605","null"
6896,"20-29",12737,"15.1",1,"0.07","0.01","2021-02-16 14:18:34.605","null"
6897,"10-19",5666,"6.72",,"0.00",,"2021-02-16 14:18:34.605","null"
6898,"0-9",3326,"3.94",,"0.00",,"2021-02-16 14:18:34.605","null"
6910,"남성",41842,"49.26",764,"49.67","1.83","2021-02-17 14:18:41.413","null"
6911,"여성",43104,"50.74",774,"50.33","1.8","2021-02-17 14:18:41.413","null"
6912,"80 이상",4185,"4.93",874,"56.83","20.88","2021-02-17 14:18:41.413","null"
6913,"70-79",6521,"7.68",418,"27.18","6.41","2021-02-17 14:18:41.413","null"
6914,"60-69",13343,"15.71",177,"11.51","1.33","2021-02-17 14:18:41.413","null"
6915,"50-59",15865,"18.68",50,"3.25","0.32","2021-02-17 14:18:41.414","null"
6916,"40-49",12205,"14.37",12,"0.78","0.1","2021-02-17 14:18:41.414","null"
6917,"30-39",10933,"12.87",6,"0.39","0.05","2021-02-17 14:18:41.414","null"
6918,"20-29",12831,"15.1",1,"0.07","0.01","2021-02-17 14:18:41.414","null"
6919,"10-19",5705,"6.72",,"0.00",,"2021-02-17 14:18:41.414","null"
6920,"0-9",3358,"3.95",,"0.00",,"2021-02-17 14:18:41.414","null"
6954,"남성",42430,"49.26",772,"49.81","1.82","2021-02-19 14:14:35.076","null"
6955,"여성",43698,"50.74",778,"50.19","1.78","2021-02-19 14:14:35.076","null"
6956,"80 이상",4240,"4.92",879,"56.71","20.73","2021-02-19 14:14:35.076","null"
6957,"70-79",6582,"7.64",422,"27.23","6.41","2021-02-19 14:14:35.076","null"
6958,"60-69",13511,"15.69",179,"11.55","1.32","2021-02-19 14:14:35.077","null"
6959,"50-59",16083,"18.67",51,"3.29","0.32","2021-02-19 14:14:35.077","null"
6960,"40-49",12362,"14.35",12,"0.77","0.1","2021-02-19 14:14:35.077","null"
6961,"30-39",11145,"12.94",6,"0.39","0.05","2021-02-19 14:14:35.077","null"
6962,"20-29",13004,"15.1",1,"0.06","0.01","2021-02-19 14:14:35.077","null"
6963,"10-19",5771,"6.7",,"0.00",,"2021-02-19 14:14:35.077","null"
6964,"0-9",3430,"3.98",,"0.00",,"2021-02-19 14:14:35.077","null"
7031,"남성",43034,"49.28",777,"49.74","1.81","2021-02-22 14:20:33.563","null"
7032,"여성",44290,"50.72",785,"50.26","1.77","2021-02-22 14:20:33.563","null"
7033,"80 이상",4296,"4.92",885,"56.66","20.6","2021-02-22 14:20:33.564","null"
7034,"70-79",6669,"7.64",427,"27.34","6.4","2021-02-22 14:20:33.564","null"
7035,"60-69",13699,"15.69",180,"11.52","1.31","2021-02-22 14:20:33.564","null"
7036,"50-59",16270,"18.63",51,"3.27","0.31","2021-02-22 14:20:33.564","null"
7037,"40-49",12504,"14.32",12,"0.77","0.1","2021-02-22 14:20:33.564","null"
7038,"30-39",11333,"12.98",6,"0.38","0.05","2021-02-22 14:20:33.564","null"
7039,"20-29",13182,"15.1",1,"0.06","0.01","2021-02-22 14:20:33.564","null"
7040,"10-19",5861,"6.71",,"0.00",,"2021-02-22 14:20:33.564","null"
7041,"0-9",3510,"4.02",,"0.00",,"2021-02-22 14:20:33.565","null"
7042,"남성",43226,"49.3",782,"49.71","1.81","2021-02-23 14:15:46.648","null"
7043,"여성",44455,"50.7",791,"50.29","1.78","2021-02-23 14:15:46.649","null"
7044,"80 이상",4312,"4.92",891,"56.64","20.66","2021-02-23 14:15:46.649","null"
7045,"70-79",6687,"7.63",430,"27.34","6.43","2021-02-23 14:15:46.649","null"
7046,"60-69",13754,"15.69",182,"11.57","1.32","2021-02-23 14:15:46.649","null"
7047,"50-59",16333,"18.63",51,"3.24","0.31","2021-02-23 14:15:46.649","null"
7048,"40-49",12551,"14.31",12,"0.76","0.1","2021-02-23 14:15:46.65","null"
7049,"30-39",11391,"12.99",6,"0.38","0.05","2021-02-23 14:15:46.65","null"
7050,"20-29",13240,"15.1",1,"0.06","0.01","2021-02-23 14:15:46.65","null"
7051,"10-19",5883,"6.71",,"0.00",,"2021-02-23 14:15:46.65","null"
7052,"0-9",3530,"4.03",,"0.00",,"2021-02-23 14:15:46.65","null"
7064,"남성",43433,"49.29",784,"49.75","1.81","2021-02-24 14:15:09.144","null"
7065,"여성",44687,"50.71",792,"50.25","1.77","2021-02-24 14:15:09.144","null"
7066,"80 이상",4329,"4.91",892,"56.60","20.61","2021-02-24 14:15:09.145","null"
7067,"70-79",6721,"7.63",431,"27.35","6.41","2021-02-24 14:15:09.145","null"
7068,"60-69",13816,"15.68",182,"11.55","1.32","2021-02-24 14:15:09.145","null"
7069,"50-59",16403,"18.61",52,"3.30","0.32","2021-02-24 14:15:09.145","null"
7070,"40-49",12616,"14.32",12,"0.76","0.1","2021-02-24 14:15:09.145","null"
7071,"30-39",11461,"13.01",6,"0.38","0.05","2021-02-24 14:15:09.145","null"
7072,"20-29",13310,"15.1",1,"0.06","0.01","2021-02-24 14:15:09.146","null"
7073,"10-19",5913,"6.71",,"0.00",,"2021-02-24 14:15:09.146","null"
7074,"0-9",3551,"4.03",,"0.00",,"2021-02-24 14:15:09.146","null"
7086,"남성",43633,"49.29",786,"49.72","1.8","2021-02-25 14:20:04.307","null"
7087,"여성",44883,"50.71",795,"50.28","1.77","2021-02-25 14:20:04.307","null"
7088,"80 이상",4340,"4.9",895,"56.61","20.62","2021-02-25 14:20:04.307","null"
7089,"70-79",6740,"7.61",432,"27.32","6.41","2021-02-25 14:20:04.307","null"
7090,"60-69",13862,"15.66",183,"11.57","1.32","2021-02-25 14:20:04.308","null"
7091,"50-59",16471,"18.61",52,"3.29","0.32","2021-02-25 14:20:04.308","null"
7092,"40-49",12683,"14.33",12,"0.76","0.09","2021-02-25 14:20:04.308","null"
7093,"30-39",11529,"13.02",6,"0.38","0.05","2021-02-25 14:20:04.308","null"
7094,"20-29",13372,"15.11",1,"0.06","0.01","2021-02-25 14:20:04.308","null"
7095,"10-19",5944,"6.72",,"0.00",,"2021-02-25 14:20:04.308","null"
7096,"0-9",3575,"4.04",,"0.00",,"2021-02-25 14:20:04.308","null"
7108,"남성",43838,"49.3",787,"49.65","1.8","2021-02-26 14:13:27.904","null"
7109,"여성",45084,"50.7",798,"50.35","1.77","2021-02-26 14:13:27.904","null"
7110,"80 이상",4355,"4.9",897,"56.59","20.6","2021-02-26 14:13:27.904","null"
7111,"70-79",6764,"7.61",433,"27.32","6.4","2021-02-26 14:13:27.905","null"
7112,"60-69",13928,"15.66",184,"11.61","1.32","2021-02-26 14:13:27.905","null"
7113,"50-59",16550,"18.61",52,"3.28","0.31","2021-02-26 14:13:27.905","null"
7114,"40-49",12741,"14.33",12,"0.76","0.09","2021-02-26 14:13:27.905","null"
7115,"30-39",11596,"13.04",6,"0.38","0.05","2021-02-26 14:13:27.905","null"
7116,"20-29",13428,"15.1",1,"0.06","0.01","2021-02-26 14:13:27.905","null"
7117,"10-19",5972,"6.72",,"0.00",,"2021-02-26 14:13:27.906","null"
7118,"0-9",3588,"4.03",,"0.00",,"2021-02-26 14:13:27.906","null"
7141,"남성",44040,"49.31",794,"49.78","1.8","2021-02-27 14:12:12.003","null"
7142,"여성",45281,"50.69",801,"50.22","1.77","2021-02-27 14:12:12.003","null"
7143,"80 이상",4364,"4.89",903,"56.61","20.69","2021-02-27 14:12:12.003","null"
7144,"70-79",6787,"7.6",435,"27.27","6.41","2021-02-27 14:12:12.003","null"
7145,"60-69",13977,"15.65",184,"11.54","1.32","2021-02-27 14:12:12.003","null"
7146,"50-59",16618,"18.6",53,"3.32","0.32","2021-02-27 14:12:12.004","null"
7147,"40-49",12800,"14.33",13,"0.82","0.1","2021-02-27 14:12:12.004","null"
7148,"30-39",11667,"13.06",6,"0.38","0.05","2021-02-27 14:12:12.004","null"
7149,"20-29",13496,"15.11",1,"0.06","0.01","2021-02-27 14:12:12.004","null"
7150,"10-19",6002,"6.72",,"0.00",,"2021-02-27 14:12:12.004","null"
7151,"0-9",3610,"4.04",,"0.00",,"2021-02-27 14:12:12.004","null"
7152,"남성",44222,"49.31",800,"49.91","1.81","2021-02-28 14:21:42.56","null"
7153,"여성",45454,"50.69",803,"50.09","1.77","2021-02-28 14:21:42.56","null"
7154,"80 이상",4377,"4.88",905,"56.46","20.68","2021-02-28 14:21:42.56","null"
7155,"70-79",6812,"7.6",440,"27.45","6.46","2021-02-28 14:21:42.561","null"
7156,"60-69",14029,"15.64",184,"11.48","1.31","2021-02-28 14:21:42.561","null"
7157,"50-59",16697,"18.62",53,"3.31","0.32","2021-02-28 14:21:42.561","null"
7158,"40-49",12855,"14.33",14,"0.87","0.11","2021-02-28 14:21:42.561","null"
7159,"30-39",11711,"13.06",6,"0.37","0.05","2021-02-28 14:21:42.561","null"
7160,"20-29",13542,"15.1",1,"0.06","0.01","2021-02-28 14:21:42.561","null"
7161,"10-19",6031,"6.73",,"0.00",,"2021-02-28 14:21:42.561","null"
7162,"0-9",3622,"4.04",,"0.00",,"2021-02-28 14:21:42.562","null"
7196,"남성",44576,"49.33",800,"49.81","1.79","2021-03-02 14:42:00.507","null"
7197,"여성",45796,"50.67",806,"50.19","1.76","2021-03-02 14:42:00.507","null"
7198,"80 이상",4401,"4.87",906,"56.41","20.59","2021-03-02 14:42:00.507","null"
7199,"70-79",6847,"7.58",440,"27.40","6.43","2021-03-02 14:42:00.507","null"
7200,"60-69",14120,"15.62",185,"11.52","1.31","2021-03-02 14:42:00.508","null"
7201,"50-59",16817,"18.61",54,"3.36","0.32","2021-03-02 14:42:00.508","null"
7202,"40-49",12952,"14.33",14,"0.87","0.11","2021-03-02 14:42:00.508","null"
7203,"30-39",11827,"13.09",6,"0.37","0.05","2021-03-02 14:42:00.508","null"
7204,"20-29",13635,"15.09",1,"0.06","0.01","2021-03-02 14:42:00.508","null"
7205,"10-19",6090,"6.74",,"0.00",,"2021-03-02 14:42:00.508","null"
7206,"0-9",3683,"4.08",,"0.00",,"2021-03-02 14:42:00.508","null"
7229,"남성",44835,"49.37",804,"49.88","1.79","2021-03-03 14:15:02.201","null"
7230,"여성",45981,"50.63",808,"50.12","1.76","2021-03-03 14:15:02.201","null"
7231,"80 이상",4413,"4.86",911,"56.51","20.64","2021-03-03 14:15:02.201","null"
7232,"70-79",6868,"7.56",441,"27.36","6.42","2021-03-03 14:15:02.201","null"
7233,"60-69",14170,"15.6",185,"11.48","1.31","2021-03-03 14:15:02.201","null"
7234,"50-59",16883,"18.59",54,"3.35","0.32","2021-03-03 14:15:02.202","null"
7235,"40-49",13032,"14.35",14,"0.87","0.11","2021-03-03 14:15:02.202","null"
7236,"30-39",11895,"13.1",6,"0.37","0.05","2021-03-03 14:15:02.202","null"
7237,"20-29",13693,"15.08",1,"0.06","0.01","2021-03-03 14:15:02.202","null"
7238,"10-19",6132,"6.75",,"0.00",,"2021-03-03 14:15:02.202","null"
7239,"0-9",3730,"4.11",,"0.00",,"2021-03-03 14:15:02.202","null"
7240,"남성",45065,"49.39",808,"49.91","1.79","2021-03-04 14:16:59.405","null"
7241,"여성",46175,"50.61",811,"50.09","1.76","2021-03-04 14:16:59.406","null"
7242,"80 이상",4424,"4.85",915,"56.52","20.68","2021-03-04 14:16:59.406","null"
7243,"70-79",6888,"7.55",443,"27.36","6.43","2021-03-04 14:16:59.406","null"
7244,"60-69",14216,"15.58",186,"11.49","1.31","2021-03-04 14:16:59.406","null"
7245,"50-59",16955,"18.58",54,"3.34","0.32","2021-03-04 14:16:59.406","null"
7246,"40-49",13107,"14.37",14,"0.86","0.11","2021-03-04 14:16:59.406","null"
7247,"30-39",11973,"13.12",6,"0.37","0.05","2021-03-04 14:16:59.407","null"
7248,"20-29",13759,"15.08",1,"0.06","0.01","2021-03-04 14:16:59.407","null"
7249,"10-19",6176,"6.77",,"0.00",,"2021-03-04 14:16:59.407","null"
7250,"0-9",3742,"4.1",,"0.00",,"2021-03-04 14:16:59.407","null"
7273,"남성",45277,"49.41",811,"49.85","1.79","2021-03-05 14:18:13.153","null"
7274,"여성",46361,"50.59",816,"50.15","1.76","2021-03-05 14:18:13.153","null"
7275,"80 이상",4438,"4.84",919,"56.48","20.71","2021-03-05 14:18:13.153","null"
7276,"70-79",6913,"7.54",447,"27.47","6.47","2021-03-05 14:18:13.154","null"
7277,"60-69",14270,"15.57",186,"11.43","1.3","2021-03-05 14:18:13.154","null"
7278,"50-59",17030,"18.58",54,"3.32","0.32","2021-03-05 14:18:13.154","null"
7279,"40-49",13180,"14.38",14,"0.86","0.11","2021-03-05 14:18:13.154","null"
7280,"30-39",12031,"13.13",6,"0.37","0.05","2021-03-05 14:18:13.154","null"
7281,"20-29",13821,"15.08",1,"0.06","0.01","2021-03-05 14:18:13.154","null"
7282,"10-19",6201,"6.77",,"0.00",,"2021-03-05 14:18:13.154","null"
7283,"0-9",3754,"4.1",,"0.00",,"2021-03-05 14:18:13.155","null"
7284,"남성",45502,"49.43",812,"49.75","1.78","2021-03-06 14:13:40.713","null"
7285,"여성",46553,"50.57",820,"50.25","1.76","2021-03-06 14:13:40.713","null"
7286,"80 이상",4447,"4.83",921,"56.43","20.71","2021-03-06 14:13:40.714","null"
7287,"70-79",6936,"7.53",450,"27.57","6.49","2021-03-06 14:13:40.714","null"
